,year,category,movie,nominee,is_winner
8741,2009,MUSIC (Original Score),Defiance| (2009),James Newton Howard,False
8742,2009,MUSIC (Original Score),Milk| (2009),Danny Elfman,False
8743,2009,MUSIC (Original Score),Slumdog Millionaire| (2009),A.R. Rahman,True
8744,2009,MUSIC (Original Score),WALL-E| (2009),Thomas Newman,False
8745,2009,MUSIC (Original Song),WALL-E| (2009),Music by Peter Gabriel and Thomas Newman; Lyric by Peter Gabriel,False
8746,2009,MUSIC (Original Song),Slumdog Millionaire| (2009),Music by A.R. Rahman; Lyric by Gulzar,True
8747,2009,MUSIC (Original Song),Slumdog Millionaire| (2009),Music and Lyric by A.R. Rahman and Maya Arulpragasam,False
8748,2009,BEST PICTURE,The Curious Case of Benjamin Button| (2009),"Kathleen Kennedy, Frank Marshall and Ceán Chaffin, Producers",False
8749,2009,BEST PICTURE,Frost/Nixon| (2009),"Brian Grazer, Ron Howard and Eric Fellner, Producers",False
8750,2009,BEST PICTURE,Milk| (2009),"Dan Jinks and Bruce Cohen, Producers",False
8751,2009,BEST PICTURE,The Reader| (2009),"Anthony Minghella, Sydney Pollack, Donna Gigliotti and Redmond Morris, Producers",False
8752,2009,BEST PICTURE,Slumdog Millionaire| (2009),"Christian Colson, Producer",True
8753,2009,SHORT FILM (Animated),La Maison en Petits Cubes| (2009),Kunio Kato,True
8754,2009,SHORT FILM (Animated),Lavatory - Lovestory| (2009),Konstantin Bronzit,False
8755,2009,SHORT FILM (Animated),Oktapodi| (2009),Emud Mokhberi and Thierry Marchand,False
8756,2009,SHORT FILM (Animated),Presto| (2009),Doug Sweetland,False
8757,2009,SHORT FILM (Animated),This Way Up| (2009),Alan Smith and Adam Foulkes,False
8758,2009,SHORT FILM (Live Action),Auf der Strecke (On the Line)| (2009),Reto Caffi,False
8759,2009,SHORT FILM (Live Action),Manon on the Asphalt| (2009),Elizabeth Marre and Olivier Pont,False
8760,2009,SHORT FILM (Live Action),New Boy| (2009),Steph Green and Tamara Anghie,False
8761,2009,SHORT FILM (Live Action),The Pig| (2009),Tivi Magnusson and Dorte Høgh,False
8762,2009,SHORT FILM (Live Action),Spielzeugland (Toyland)| (2009),Jochen Alexander Freydank,True
8763,2009,SOUND EDITING,The Dark Knight| (2009),Richard King,True
8764,2009,SOUND EDITING,Iron Man| (2009),Frank Eulner and Christopher Boyes,False
8765,2009,SOUND EDITING,Slumdog Millionaire| (2009),Glenn Freemantle and Tom Sayers,False
8766,2009,SOUND EDITING,WALL-E| (2009),Ben Burtt and Matthew Wood,False
8767,2009,SOUND EDITING,Wanted| (2009),Wylie Stateman,False
8768,2009,SOUND MIXING,The Curious Case of Benjamin Button| (2009),"David Parker, Michael Semanick, Ren Klyce and Mark Weingarten",False
8769,2009,SOUND MIXING,The Dark Knight| (2009),"Lora Hirschberg, Gary Rizzo and Ed Novick",False
8770,2009,SOUND MIXING,Slumdog Millionaire| (2009),"Ian Tapp, Richard Pryke and Resul Pookutty",True
8771,2009,SOUND MIXING,WALL-E| (2009),"Tom Myers, Michael Semanick and Ben Burtt",False
8772,2009,SOUND MIXING,Wanted| (2009),"Chris Jenkins, Frank A. Montaño and Petr Forejt",False
8773,2009,VISUAL EFFECTS,The Curious Case of Benjamin Button| (2009),"Eric Barba, Steve Preeg, Burt Dalton and Craig Barron",True
8774,2009,VISUAL EFFECTS,The Dark Knight| (2009),"Nick Davis, Chris Corbould, Tim Webber and Paul Franklin",False
8775,2009,VISUAL EFFECTS,Iron Man| (2009),"John Nelson, Ben Snow, Dan Sudick and Shane Mahan",False
8776,2009,WRITING (Adapted Screenplay),The Curious Case of Benjamin Button| (2009),Screenplay by Eric Roth; Screen story by Eric Roth and Robin Swicord,False
8777,2009,WRITING (Adapted Screenplay),Doubt| (2009),Written by John Patrick Shanley,False
8778,2009,WRITING (Adapted Screenplay),Frost/Nixon| (2009),Screenplay by Peter Morgan,False
8779,2009,WRITING (Adapted Screenplay),The Reader| (2009),Screenplay by David Hare,False
8780,2009,WRITING (Adapted Screenplay),Slumdog Millionaire| (2009),Screenplay by Simon Beaufoy,True
8781,2009,WRITING (Original Screenplay),Frozen River| (2009),Written by Courtney Hunt,False
8782,2009,WRITING (Original Screenplay),Happy-Go-Lucky| (2009),Written by Mike Leigh,False
8783,2009,WRITING (Original Screenplay),In Bruges| (2009),Written by Martin McDonagh,False
8784,2009,WRITING (Original Screenplay),Milk| (2009),Written by Dustin Lance Black,True
8785,2009,WRITING (Original Screenplay),WALL-E| (2009),"Screenplay by Andrew Stanton, Jim Reardon; Original story by Andrew Stanton, Pete Docter",False
8786,2010,ACTOR IN A LEADING ROLE,Crazy Heart| (2010),Jeff Bridges,True
8787,2010,ACTOR IN A LEADING ROLE,Up in the Air| (2010),George Clooney,False
8788,2010,ACTOR IN A LEADING ROLE,A Single Man| (2010),Colin Firth,False
8789,2010,ACTOR IN A LEADING ROLE,Invictus| (2010),Morgan Freeman,False
8790,2010,ACTOR IN A LEADING ROLE,The Hurt Locker| (2010),Jeremy Renner,False
8791,2010,ACTOR IN A SUPPORTING ROLE,Invictus| (2010),Matt Damon,False
8792,2010,ACTOR IN A SUPPORTING ROLE,The Messenger| (2010),Woody Harrelson,False
8793,2010,ACTOR IN A SUPPORTING ROLE,The Last Station| (2010),Christopher Plummer,False
8794,2010,ACTOR IN A SUPPORTING ROLE,The Lovely Bones| (2010),Stanley Tucci,False
8795,2010,ACTOR IN A SUPPORTING ROLE,Inglourious Basterds| (2010),Christoph Waltz,True
8796,2010,ACTRESS IN A LEADING ROLE,The Blind Side| (2010),Sandra Bullock,True
8797,2010,ACTRESS IN A LEADING ROLE,The Last Station| (2010),Helen Mirren,False
8798,2010,ACTRESS IN A LEADING ROLE,An Education| (2010),Carey Mulligan,False
8799,2010,ACTRESS IN A LEADING ROLE,Precious: Based on the Novel 'Push' by Sapphire| (2010),Gabourey Sidibe,False
8800,2010,ACTRESS IN A LEADING ROLE,Julie & Julia| (2010),Meryl Streep,False
8801,2010,ACTRESS IN A SUPPORTING ROLE,Nine| (2010),Penélope Cruz,False
8802,2010,ACTRESS IN A SUPPORTING ROLE,Up in the Air| (2010),Vera Farmiga,False
8803,2010,ACTRESS IN A SUPPORTING ROLE,Crazy Heart| (2010),Maggie Gyllenhaal,False
8804,2010,ACTRESS IN A SUPPORTING ROLE,Up in the Air| (2010),Anna Kendrick,False
8805,2010,ACTRESS IN A SUPPORTING ROLE,Precious: Based on the Novel 'Push' by Sapphire| (2010),Mo'Nique,True
8806,2010,ANIMATED FEATURE FILM,Coraline| (2010),Henry Selick,False
8807,2010,ANIMATED FEATURE FILM,Fantastic Mr. Fox| (2010),Wes Anderson,False
8808,2010,ANIMATED FEATURE FILM,The Princess and the Frog| (2010),John Musker and Ron Clements,False
8809,2010,ANIMATED FEATURE FILM,The Secret of Kells| (2010),Tomm Moore,False
8810,2010,ANIMATED FEATURE FILM,Up| (2010),Pete Docter,True
8811,2010,ART DIRECTION,Avatar| (2010),Production Design: Rick Carter and Robert Stromberg; Set Decoration: Kim Sinclair,True
8812,2010,ART DIRECTION,The Imaginarium of Doctor Parnassus| (2010),Production Design: Dave Warren and Anastasia Masaro; Set Decoration: Caroline Smith,False
8813,2010,ART DIRECTION,Nine| (2010),Production Design: John Myhre; Set Decoration: Gordon Sim,False
8814,2010,ART DIRECTION,Sherlock Holmes| (2010),Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,False
8815,2010,ART DIRECTION,The Young Victoria| (2010),Production Design: Patrice Vermette; Set Decoration: Maggie Gray,False
8816,2010,CINEMATOGRAPHY,Avatar| (2010),Mauro Fiore,True
8817,2010,CINEMATOGRAPHY,Harry Potter and the Half-Blood Prince| (2010),Bruno Delbonnel,False
8818,2010,CINEMATOGRAPHY,The Hurt Locker| (2010),Barry Ackroyd,False
8819,2010,CINEMATOGRAPHY,Inglourious Basterds| (2010),Robert Richardson,False
8820,2010,CINEMATOGRAPHY,The White Ribbon| (2010),Christian Berger,False
8821,2010,COSTUME DESIGN,Bright Star| (2010),Janet Patterson,False
8822,2010,COSTUME DESIGN,Coco before Chanel| (2010),Catherine Leterrier,False
8823,2010,COSTUME DESIGN,The Imaginarium of Doctor Parnassus| (2010),Monique Prudhomme,False
8824,2010,COSTUME DESIGN,Nine| (2010),Colleen Atwood,False
8825,2010,COSTUME DESIGN,The Young Victoria| (2010),Sandy Powell,True
8826,2010,DIRECTING,Avatar| (2010),James Cameron,False
8827,2010,DIRECTING,The Hurt Locker| (2010),Kathryn Bigelow,True
8828,2010,DIRECTING,Inglourious Basterds| (2010),Quentin Tarantino,False
8829,2010,DIRECTING,Precious: Based on the Novel 'Push' by Sapphire| (2010),Lee Daniels,False
8830,2010,DIRECTING,Up in the Air| (2010),Jason Reitman,False
8831,2010,DOCUMENTARY (Feature),Burma VJ| (2010),Anders Østergaard and Lise Lense-Møller,False
8832,2010,DOCUMENTARY (Feature),The Cove| (2010),Louie Psihoyos and Fisher Stevens,True
8833,2010,DOCUMENTARY (Feature),"Food, Inc.| (2010)",Robert Kenner and Elise Pearlstein,False
8834,2010,DOCUMENTARY (Feature),The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers| (2010),Judith Ehrlich and Rick Goldsmith,False
8835,2010,DOCUMENTARY (Feature),Which Way Home| (2010),Rebecca Cammisa,False
8836,2010,DOCUMENTARY (Short Subject),China's Unnatural Disaster: The Tears of Sichuan Province| (2010),Jon Alpert and Matthew O'Neill,False
8837,2010,DOCUMENTARY (Short Subject),The Last Campaign of Governor Booth Gardner| (2010),Daniel Junge and Henry Ansbacher,False
8838,2010,DOCUMENTARY (Short Subject),The Last Truck: Closing of a GM Plant| (2010),Steven Bognar and Julia Reichert,False
8839,2010,DOCUMENTARY (Short Subject),Music by Prudence| (2010),Roger Ross Williams and Elinor Burkett,True
8840,2010,DOCUMENTARY (Short Subject),Rabbit à la Berlin| (2010),Bartek Konopka and Anna Wydra,False
8841,2010,FILM EDITING,Avatar| (2010),"Stephen Rivkin, John Refoua and James Cameron",False
8842,2010,FILM EDITING,District 9| (2010),Julian Clarke,False
8843,2010,FILM EDITING,The Hurt Locker| (2010),Bob Murawski and Chris Innis,True
8844,2010,FILM EDITING,Inglourious Basterds| (2010),Sally Menke,False
8845,2010,FILM EDITING,Precious: Based on the Novel 'Push' by Sapphire| (2010),Joe Klotz,False
8846,2010,FOREIGN LANGUAGE FILM,Ajami| (2010),Israel,False
8847,2010,FOREIGN LANGUAGE FILM,The Milk of Sorrow| (2010),Peru,False
8848,2010,FOREIGN LANGUAGE FILM,A Prophet| (2010),France,False
8849,2010,FOREIGN LANGUAGE FILM,The Secret in Their Eyes| (2010),Argentina,True
8850,2010,FOREIGN LANGUAGE FILM,The White Ribbon| (2010),Germany,False
8851,2010,MAKEUP,Il Divo| (2010),Aldo Signoretti and Vittorio Sodano,False
8852,2010,MAKEUP,Star Trek| (2010),"Barney Burman, Mindy Hall and Joel Harlow",True
8853,2010,MAKEUP,The Young Victoria| (2010),Jon Henry Gordon and Jenny Shircore,False
8854,2010,MUSIC (Original Score),Avatar| (2010),James Horner,False
8855,2010,MUSIC (Original Score),Fantastic Mr. Fox| (2010),Alexandre Desplat,False
8856,2010,MUSIC (Original Score),The Hurt Locker| (2010),Marco Beltrami and Buck Sanders,False
8857,2010,MUSIC (Original Score),Sherlock Holmes| (2010),Hans Zimmer,False
8858,2010,MUSIC (Original Score),Up| (2010),Michael Giacchino,True
8859,2010,MUSIC (Original Song),The Princess and the Frog| (2010),Music and Lyric by Randy Newman,False
8860,2010,MUSIC (Original Song),The Princess and the Frog| (2010),Music and Lyric by Randy Newman,False
8861,2010,MUSIC (Original Song),Paris 36| (2010),Music by Reinhardt Wagner; Lyric by Frank Thomas,False
8862,2010,MUSIC (Original Song),Nine| (2010),Music and Lyric by Maury Yeston,False
8863,2010,MUSIC (Original Song),Crazy Heart| (2010),Music and Lyric by Ryan Bingham and T Bone Burnett,True
8864,2010,BEST PICTURE,Avatar| (2010),"James Cameron and Jon Landau, Producers",False
8865,2010,BEST PICTURE,The Blind Side| (2010),"Gil Netter, Andrew A. Kosove and Broderick Johnson, Producers",False
8866,2010,BEST PICTURE,District 9| (2010),"Peter Jackson and Carolynne Cunningham, Producers",False
8867,2010,BEST PICTURE,An Education| (2010),"Finola Dwyer and Amanda Posey, Producers",False
8868,2010,BEST PICTURE,The Hurt Locker| (2010),"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers",True
8869,2010,BEST PICTURE,Inglourious Basterds| (2010),"Lawrence Bender, Producer",False
8870,2010,BEST PICTURE,Precious: Based on the Novel 'Push' by Sapphire| (2010),"Lee Daniels, Sarah Siegel-Magness and Gary Magness, Producers",False
8871,2010,BEST PICTURE,A Serious Man| (2010),"Joel Coen and Ethan Coen, Producers",False
8872,2010,BEST PICTURE,Up| (2010),"Jonas Rivera, Producer",False
8873,2010,BEST PICTURE,Up in the Air| (2010),"Daniel Dubiecki, Ivan Reitman and Jason Reitman, Producers",False
8874,2010,SHORT FILM (Animated),French Roast| (2010),Fabrice O. Joubert,False
8875,2010,SHORT FILM (Animated),Granny O'Grimm's Sleeping Beauty| (2010),Nicky Phelan and Darragh O'Connell,False
8876,2010,SHORT FILM (Animated),The Lady and the Reaper (La Dama y la Muerte)| (2010),Javier Recio Gracia,False
8877,2010,SHORT FILM (Animated),Logorama| (2010),Nicolas Schmerkin,True
8878,2010,SHORT FILM (Animated),A Matter of Loaf and Death| (2010),Nick Park,False
8879,2010,SHORT FILM (Live Action),The Door| (2010),Juanita Wilson and James Flynn,False
8880,2010,SHORT FILM (Live Action),Instead of Abracadabra| (2010),Patrik Eklund and Mathias Fjellström,False
8881,2010,SHORT FILM (Live Action),Kavi| (2010),Gregg Helvey,False
8882,2010,SHORT FILM (Live Action),Miracle Fish| (2010),Luke Doolan and Drew Bailey,False
8883,2010,SHORT FILM (Live Action),The New Tenants| (2010),Joachim Back and Tivi Magnusson,True
8884,2010,SOUND EDITING,Avatar| (2010),Christopher Boyes and Gwendolyn Yates Whittle,False
8885,2010,SOUND EDITING,The Hurt Locker| (2010),Paul N.J. Ottosson,True
8886,2010,SOUND EDITING,Inglourious Basterds| (2010),Wylie Stateman,False
8887,2010,SOUND EDITING,Star Trek| (2010),Mark Stoeckinger and Alan Rankin,False
8888,2010,SOUND EDITING,Up| (2010),Michael Silvers and Tom Myers,False
8889,2010,SOUND MIXING,Avatar| (2010),"Christopher Boyes, Gary Summers, Andy Nelson and Tony Johnson",False
8890,2010,SOUND MIXING,The Hurt Locker| (2010),Paul N.J. Ottosson and Ray Beckett,True
8891,2010,SOUND MIXING,Inglourious Basterds| (2010),"Michael Minkler, Tony Lamberti and Mark Ulano",False
8892,2010,SOUND MIXING,Star Trek| (2010),"Anna Behlmer, Andy Nelson and Peter J. Devlin",False
8893,2010,SOUND MIXING,Transformers: Revenge of the Fallen| (2010),"Greg P. Russell, Gary Summers and Geoffrey Patterson",False
8894,2010,VISUAL EFFECTS,Avatar| (2010),"Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones",True
8895,2010,VISUAL EFFECTS,District 9| (2010),"Dan Kaufman, Peter Muyzers, Robert Habros and Matt Aitken",False
8896,2010,VISUAL EFFECTS,Star Trek| (2010),"Roger Guyett, Russell Earl, Paul Kavanagh and Burt Dalton",False
8897,2010,WRITING (Adapted Screenplay),District 9| (2010),Written by Neill Blomkamp and Terri Tatchell,False
8898,2010,WRITING (Adapted Screenplay),An Education| (2010),Screenplay by Nick Hornby,False
8899,2010,WRITING (Adapted Screenplay),In the Loop| (2010),"Screenplay by Jesse Armstrong, Simon Blackwell, Armando Iannucci, Tony Roche",False
8900,2010,WRITING (Adapted Screenplay),Precious: Based on the Novel 'Push' by Sapphire| (2010),Screenplay by Geoffrey Fletcher,True
8901,2010,WRITING (Adapted Screenplay),Up in the Air| (2010),Screenplay by Jason Reitman and Sheldon Turner,False
8902,2010,WRITING (Original Screenplay),The Hurt Locker| (2010),Written by Mark Boal,True
8903,2010,WRITING (Original Screenplay),Inglourious Basterds| (2010),Written by Quentin Tarantino,False
8904,2010,WRITING (Original Screenplay),The Messenger| (2010),Written by Alessandro Camon & Oren Moverman,False
8905,2010,WRITING (Original Screenplay),A Serious Man| (2010),Written by Joel Coen & Ethan Coen,False
8906,2010,WRITING (Original Screenplay),Up| (2010),"Screenplay by Bob Peterson, Pete Docter; Story by Pete Docter, Bob Peterson, Tom McCarthy",False
8907,2011,ACTOR IN A LEADING ROLE,Biutiful| (2011),Javier Bardem,False
8908,2011,ACTOR IN A LEADING ROLE,True Grit| (2011),Jeff Bridges,False
8909,2011,ACTOR IN A LEADING ROLE,The Social Network| (2011),Jesse Eisenberg,False
8910,2011,ACTOR IN A LEADING ROLE,The King's Speech| (2011),Colin Firth,True
8911,2011,ACTOR IN A LEADING ROLE,127 Hours| (2011),James Franco,False
8912,2011,ACTOR IN A SUPPORTING ROLE,The Fighter| (2011),Christian Bale,True
8913,2011,ACTOR IN A SUPPORTING ROLE,Winter's Bone| (2011),John Hawkes,False
8914,2011,ACTOR IN A SUPPORTING ROLE,The Town| (2011),Jeremy Renner,False
8915,2011,ACTOR IN A SUPPORTING ROLE,The Kids Are All Right| (2011),Mark Ruffalo,False
8916,2011,ACTOR IN A SUPPORTING ROLE,The King's Speech| (2011),Geoffrey Rush,False
8917,2011,ACTRESS IN A LEADING ROLE,The Kids Are All Right| (2011),Annette Bening,False
8918,2011,ACTRESS IN A LEADING ROLE,Rabbit Hole| (2011),Nicole Kidman,False
8919,2011,ACTRESS IN A LEADING ROLE,Winter's Bone| (2011),Jennifer Lawrence,False
8920,2011,ACTRESS IN A LEADING ROLE,Black Swan| (2011),Natalie Portman,True
8921,2011,ACTRESS IN A LEADING ROLE,Blue Valentine| (2011),Michelle Williams,False
8922,2011,ACTRESS IN A SUPPORTING ROLE,The Fighter| (2011),Amy Adams,False
8923,2011,ACTRESS IN A SUPPORTING ROLE,The King's Speech| (2011),Helena Bonham Carter,False
8924,2011,ACTRESS IN A SUPPORTING ROLE,The Fighter| (2011),Melissa Leo,True
8925,2011,ACTRESS IN A SUPPORTING ROLE,True Grit| (2011),Hailee Steinfeld,False
8926,2011,ACTRESS IN A SUPPORTING ROLE,Animal Kingdom| (2011),Jacki Weaver,False
8927,2011,ANIMATED FEATURE FILM,How to Train Your Dragon| (2011),Chris Sanders and Dean DeBlois,False
8928,2011,ANIMATED FEATURE FILM,The Illusionist| (2011),Sylvain Chomet,False
8929,2011,ANIMATED FEATURE FILM,Toy Story 3| (2011),Lee Unkrich,True
8930,2011,ART DIRECTION,Alice in Wonderland| (2011),Production Design: Robert Stromberg; Set Decoration: Karen O'Hara,True
8931,2011,ART DIRECTION,Harry Potter and the Deathly Hallows Part 1| (2011),Production Design: Stuart Craig; Set Decoration: Stephenie McMillan,False
8932,2011,ART DIRECTION,Inception| (2011),Production Design: Guy Hendrix Dyas; Set Decoration: Larry Dias and Doug Mowat,False
8933,2011,ART DIRECTION,The King's Speech| (2011),Production Design: Eve Stewart; Set Decoration: Judy Farr,False
8934,2011,ART DIRECTION,True Grit| (2011),Production Design: Jess Gonchor; Set Decoration: Nancy Haigh,False
8935,2011,CINEMATOGRAPHY,Black Swan| (2011),Matthew Libatique,False
8936,2011,CINEMATOGRAPHY,Inception| (2011),Wally Pfister,True
8937,2011,CINEMATOGRAPHY,The King's Speech| (2011),Danny Cohen,False
8938,2011,CINEMATOGRAPHY,The Social Network| (2011),Jeff Cronenweth,False
8939,2011,CINEMATOGRAPHY,True Grit| (2011),Roger Deakins,False
8940,2011,COSTUME DESIGN,Alice in Wonderland| (2011),Colleen Atwood,True
8941,2011,COSTUME DESIGN,I Am Love| (2011),Antonella Cannarozzi,False
8942,2011,COSTUME DESIGN,The King's Speech| (2011),Jenny Beavan,False
8943,2011,COSTUME DESIGN,The Tempest| (2011),Sandy Powell,False
8944,2011,COSTUME DESIGN,True Grit| (2011),Mary Zophres,False
8945,2011,DIRECTING,Black Swan| (2011),Darren Aronofsky,False
8946,2011,DIRECTING,The Fighter| (2011),David O. Russell,False
8947,2011,DIRECTING,The King's Speech| (2011),Tom Hooper,True
8948,2011,DIRECTING,The Social Network| (2011),David Fincher,False
8949,2011,DIRECTING,True Grit| (2011),Joel Coen and Ethan Coen,False
8950,2011,DOCUMENTARY (Feature),Exit through the Gift Shop| (2011),Banksy and Jaimie D'Cruz,False
8951,2011,DOCUMENTARY (Feature),Gasland| (2011),Josh Fox and Trish Adlesic,False
8952,2011,DOCUMENTARY (Feature),Inside Job| (2011),Charles Ferguson and Audrey Marrs,True
8953,2011,DOCUMENTARY (Feature),Restrepo| (2011),Tim Hetherington and Sebastian Junger,False
8954,2011,DOCUMENTARY (Feature),Waste Land| (2011),Lucy Walker and Angus Aynsley,False
8955,2011,DOCUMENTARY (Short Subject),Killing in the Name| (2011),Jed Rothstein,False
8956,2011,DOCUMENTARY (Short Subject),Poster Girl| (2011),Sara Nesson and Mitchell W. Block,False
8957,2011,DOCUMENTARY (Short Subject),Strangers No More| (2011),Karen Goodman and Kirk Simon,True
8958,2011,DOCUMENTARY (Short Subject),Sun Come Up| (2011),Jennifer Redfearn and Tim Metzger,False
8959,2011,DOCUMENTARY (Short Subject),The Warriors of Qiugang| (2011),Ruby Yang and Thomas Lennon,False
8960,2011,FILM EDITING,Black Swan| (2011),Andrew Weisblum,False
8961,2011,FILM EDITING,The Fighter| (2011),Pamela Martin,False
8962,2011,FILM EDITING,The King's Speech| (2011),Tariq Anwar,False
8963,2011,FILM EDITING,127 Hours| (2011),Jon Harris,False
8964,2011,FILM EDITING,The Social Network| (2011),Angus Wall and Kirk Baxter,True
8965,2011,FOREIGN LANGUAGE FILM,Biutiful| (2011),Mexico,False
8966,2011,FOREIGN LANGUAGE FILM,Dogtooth| (2011),Greece,False
8967,2011,FOREIGN LANGUAGE FILM,In a Better World| (2011),Denmark,True
8968,2011,FOREIGN LANGUAGE FILM,Incendies| (2011),Canada,False
8969,2011,FOREIGN LANGUAGE FILM,Outside the Law (Hors-la-loi)| (2011),Algeria,False
8970,2011,MAKEUP,Barney's Version| (2011),Adrien Morot,False
8971,2011,MAKEUP,The Way Back| (2011),"Edouard F. Henriques, Gregory Funk and Yolanda Toussieng",False
8972,2011,MAKEUP,The Wolfman| (2011),Rick Baker and Dave Elsey,True
8973,2011,MUSIC (Original Score),How to Train Your Dragon| (2011),John Powell,False
8974,2011,MUSIC (Original Score),Inception| (2011),Hans Zimmer,False
8975,2011,MUSIC (Original Score),The King's Speech| (2011),Alexandre Desplat,False
8976,2011,MUSIC (Original Score),127 Hours| (2011),A.R. Rahman,False
8977,2011,MUSIC (Original Score),The Social Network| (2011),Trent Reznor and Atticus Ross,True
8978,2011,MUSIC (Original Song),Country Strong| (2011),"Music and Lyric by Tom Douglas, Troy Verges and Hillary Lindsey",False
8979,2011,MUSIC (Original Song),Tangled| (2011),Music by Alan Menken; Lyric by Glenn Slater,False
8980,2011,MUSIC (Original Song),127 Hours| (2011),Music by A.R. Rahman; Lyric by Dido and Rollo Armstrong,False
8981,2011,MUSIC (Original Song),Toy Story 3| (2011),Music and Lyric by Randy Newman,True
8982,2011,BEST PICTURE,Black Swan| (2011),"Mike Medavoy, Brian Oliver and Scott Franklin, Producers",False
8983,2011,BEST PICTURE,The Fighter| (2011),"David Hoberman, Todd Lieberman and Mark Wahlberg, Producers",False
8984,2011,BEST PICTURE,Inception| (2011),"Emma Thomas and Christopher Nolan, Producers",False
8985,2011,BEST PICTURE,The Kids Are All Right| (2011),"Gary Gilbert, Jeffrey Levy-Hinte and Celine Rattray, Producers",False
8986,2011,BEST PICTURE,The King's Speech| (2011),"Iain Canning, Emile Sherman and Gareth Unwin, Producers",True
8987,2011,BEST PICTURE,127 Hours| (2011),"Christian Colson, Danny Boyle and John Smithson, Producers",False
8988,2011,BEST PICTURE,The Social Network| (2011),"Scott Rudin, Dana Brunetti, Michael De Luca and Ceán Chaffin, Producers",False
8989,2011,BEST PICTURE,Toy Story 3| (2011),"Darla K. Anderson, Producer",False
8990,2011,BEST PICTURE,True Grit| (2011),"Scott Rudin, Ethan Coen and Joel Coen, Producers",False
8991,2011,BEST PICTURE,Winter's Bone| (2011),"Anne Rosellini and Alix Madigan-Yorkin, Producers",False
8992,2011,SHORT FILM (Animated),Day & Night| (2011),Teddy Newton,False
8993,2011,SHORT FILM (Animated),The Gruffalo| (2011),Jakob Schuh and Max Lang,False
8994,2011,SHORT FILM (Animated),Let's Pollute| (2011),Geefwee Boedoe,False
8995,2011,SHORT FILM (Animated),The Lost Thing| (2011),Shaun Tan and Andrew Ruhemann,True
8996,2011,SHORT FILM (Animated),"Madagascar, carnet de voyage (Madagascar, a Journey Diary)| (2011)",Bastien Dubois,False
8997,2011,SHORT FILM (Live Action),The Confession| (2011),Tanel Toom,False
8998,2011,SHORT FILM (Live Action),The Crush| (2011),Michael Creagh,False
8999,2011,SHORT FILM (Live Action),God of Love| (2011),Luke Matheny,True
9000,2011,SHORT FILM (Live Action),Na Wewe| (2011),Ivan Goldschmidt,False
9001,2011,SHORT FILM (Live Action),Wish 143| (2011),Ian Barnes and Samantha Waite,False
9002,2011,SOUND EDITING,Inception| (2011),Richard King,True
9003,2011,SOUND EDITING,Toy Story 3| (2011),Tom Myers and Michael Silvers,False
9004,2011,SOUND EDITING,Tron: Legacy| (2011),Gwendolyn Yates Whittle and Addison Teague,False
9005,2011,SOUND EDITING,True Grit| (2011),Skip Lievsay and Craig Berkey,False
9006,2011,SOUND EDITING,Unstoppable| (2011),Mark P. Stoeckinger,False
9007,2011,SOUND MIXING,Inception| (2011),"Lora Hirschberg, Gary A. Rizzo and Ed Novick",True
9008,2011,SOUND MIXING,The King's Speech| (2011),"Paul Hamblin, Martin Jensen and John Midgley",False
9009,2011,SOUND MIXING,Salt| (2011),"Jeffrey J. Haboush, Greg P. Russell, Scott Millan and William Sarokin",False
9010,2011,SOUND MIXING,The Social Network| (2011),"Ren Klyce, David Parker, Michael Semanick and Mark Weingarten",False
9011,2011,SOUND MIXING,True Grit| (2011),"Skip Lievsay, Craig Berkey, Greg Orloff and Peter F. Kurland",False
9012,2011,VISUAL EFFECTS,Alice in Wonderland| (2011),"Ken Ralston, David Schaub, Carey Villegas and Sean Phillips",False
9013,2011,VISUAL EFFECTS,Harry Potter and the Deathly Hallows Part 1| (2011),"Tim Burke, John Richardson, Christian Manz and Nicolas Aithadi",False
9014,2011,VISUAL EFFECTS,Hereafter| (2011),"Michael Owens, Bryan Grill, Stephan Trojansky and Joe Farrell",False
9015,2011,VISUAL EFFECTS,Inception| (2011),"Paul Franklin, Chris Corbould, Andrew Lockley and Peter Bebb",True
9016,2011,VISUAL EFFECTS,Iron Man 2| (2011),"Janek Sirrs, Ben Snow, Ged Wright and Daniel Sudick",False
9017,2011,WRITING (Adapted Screenplay),127 Hours| (2011),Screenplay by Danny Boyle & Simon Beaufoy,False
9018,2011,WRITING (Adapted Screenplay),The Social Network| (2011),Screenplay by Aaron Sorkin,True
9019,2011,WRITING (Adapted Screenplay),Toy Story 3| (2011),"Screenplay by Michael Arndt; Story by John Lasseter, Andrew Stanton and Lee Unkrich",False
9020,2011,WRITING (Adapted Screenplay),True Grit| (2011),Written for the screen by Joel Coen & Ethan Coen,False
9021,2011,WRITING (Adapted Screenplay),Winter's Bone| (2011),Adapted for the screen by Debra Granik & Anne Rosellini,False
9022,2011,WRITING (Original Screenplay),Another Year| (2011),Written by Mike Leigh,False
9023,2011,WRITING (Original Screenplay),The Fighter| (2011),Screenplay by Scott Silver and Paul Tamasy & Eric Johnson; Story by Keith Dorrington & Paul Tamasy & Eric Johnson,False
