movie,year,indications,win
The Public Pays,1937.0,1,1
The Public Enemy,1932.0,1,0
The Proud and the Beautiful,1957.0,1,0
The Moon and Sixpence,1944.0,1,0
The Moon and the Son: An Imagined Conversation,2006.0,1,1
The Promoter,1953.0,1,0
The Promise,1980.0,1,0
The Profession of Arms,1984.0,1,0
The Muppets,2012.0,1,1
The Morning Spider,1977.0,1,0
The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2010.0,1,0
The Prizefighter and the Lady,1934.0,1,0
The Mudlark,1952.0,1,0
The Mummy,2000.0,1,0
The Private War of Major Benson,1956.0,1,0
The Private Life of the Gannets,1938.0,1,1
The Muppets Take Manhattan,1985.0,1,0
The Nights of Cabiria,1958.0,1,1
The Noose,1929.0,1,0
The Monk and the Fish,1995.0,1,0
The Pink Blueprint,1967.0,1,0
The Panama Deception,1993.0,1,1
The Pirate,1949.0,1,0
The Paper,1995.0,1,0
The Paradine Case,1948.0,1,0
The Pirates! Band of Misfits,2013.0,1,0
The Pink Phink,1965.0,1,1
The Pink Panther,1965.0,1,0
The Pink Panther Strikes Again,1977.0,1,0
The Pig,2009.0,1,0
The Painted Door,1985.0,1,0
The Pigeon That Took Rome,1963.0,1,0
The Pied Piper of Guadalupe,1962.0,1,0
The Passover Plot,1977.0,1,0
The Pickwick Papers,1956.0,1,0
The Pawnbroker,1966.0,1,0
The Pedestrian,1974.0,1,0
The Phone Call,2015.0,1,1
The Personals: Improvisations on Romance in the Golden Years,1999.0,1,1
The Paleface,1949.0,1,1
The Ox,1992.0,1,0
The Preacher's Wife,1997.0,1,0
The Pointer,1940.0,1,0
The Numbers Start with the River,1972.0,1,0
The Power and the Prize,1957.0,1,0
The Nutty Professor,1997.0,1,1
The Odds Against,1967.0,1,0
The Pope of Greenwich Village,1985.0,1,0
The Old Man and the Sea,2000.0,1,1
The Policeman,1972.0,1,0
The Old Mill,1938.0,1,1
The Olympics in Mexico,1970.0,1,0
The Ox-Bow Incident,1944.0,1,0
The Poet and Peasant,1946.0,1,0
The Organizer,1965.0,1,0
The Pleasure Seekers,1966.0,1,0
The Other Half of the Sky: A China Memoir,1976.0,1,0
The Other Side of Midnight,1978.0,1,0
The Other Side of Sunday,1997.0,1,0
The Other Side of the Mountain,1976.0,1,0
The Outlaw Josey Wales,1977.0,1,0
The Purple Rose of Cairo,1986.0,1,0
The Molly Maguires,1971.0,1,0
The Rookie Bear,1942.0,1,0
The Man Who Skied down Everest,1976.0,1,1
The Richest Girl in the World,1935.0,1,0
The Revolving Door,1969.0,1,0
The Mambo Kings,1993.0,1,0
The Man Who Knew Too Much,1957.0,1,1
The Man Who Planted Trees,1988.0,1,1
The Return of Martin Guerre,1984.0,1,0
The Resurrection of Broncho Billy,1971.0,1,1
The Man Who Shot Liberty Valance,1963.0,1,0
The Man Who Walked Alone,1946.0,1,0
The Right to Love,1932.0,1,0
The Man Who Wasn't There,2002.0,1,0
The Restless Conscience,1992.0,1,0
The Rescuers,1978.0,1,0
The Man in the Glass Booth,1976.0,1,0
The Man in the Iron Mask,1940.0,1,0
The Man in the White Suit,1953.0,1,0
The Rehearsal,1972.0,1,0
The Man on Lincoln's Nose,2001.0,1,0
The Maids of Wilko,1980.0,1,0
The Magnificent Seven,1961.0,1,0
The Man without a Country,1938.0,1,0
The Lunch Date,1991.0,1,1
The Lovely Bones,2010.0,1,0
The Lovers' Wind,1979.0,1,0
The Lover,1993.0,1,0
The Roman Spring of Mrs. Stone,1962.0,1,0
The Rogue Song,1931.0,1,0
The Loves of Carmen,1949.0,1,0
The Luck of the Irish,1949.0,1,0
The Luckiest Guy in the World,1947.0,1,0
The Rock,1997.0,1,0
The Rise and Fall of Legs Diamond,1961.0,1,0
The Magic Fluke,1950.0,1,0
The Magic Flute,1976.0,1,0
The Road to the Wall,1963.0,1,0
The Magic Pear Tree,1969.0,1,0
The Magic of Lassie,1979.0,1,0
The Road a Year Long,1959.0,1,0
The Rising Tide,1950.0,1,0
The Magnificent Brute,1937.0,1,0
The Redwoods,1968.0,1,1
The Man without a Past,2003.0,1,0
The Model and the Marriage Broker,1952.0,1,0
The Milk of Sorrow,2010.0,1,0
The Rains of Ranchipur,1956.0,1,0
The Merry Wives of Windsor Overture,1954.0,1,1
The Racket,1929.0,1,0
She,1936.0,1,0
The Race for Space,1960.0,1,0
The Mighty River,1994.0,1,0
The Mikado,1940.0,1,0
The Milagro Beanfield War,1989.0,1,1
The Milky Way,1941.0,1,1
The Merry Old Soul,1934.0,1,0
The RA Expeditions,1972.0,1,0
The Miracle of Morgan's Creek,1945.0,1,0
The Quiet One,1950.0,1,0
The Missing Picture,2014.0,1,0
The Quiet One,1949.0,1,0
The Quiet American,2003.0,1,0
The Pursuit of Happyness,2007.0,1,0
The Mississippi Gambler,1954.0,1,0
The Merry Widow,1935.0,1,1
The Merry Monahans,1945.0,1,0
The Red Violin,2000.0,1,1
The Masters of Disaster,1987.0,1,0
The Mark of Zorro,1941.0,1,0
The Mark of the Maker,1992.0,1,0
The Mark,1962.0,1,0
The Red Turtle,2017.0,1,0
The Red Lanterns,1964.0,1,0
The Red Danube,1951.0,1,0
The Red Balloon,1957.0,1,1
The Mask,1995.0,1,0
The Rear Gunner,1944.0,1,0
The Mermaid,1998.0,1,0
The Mating Season,1952.0,1,0
The Reaper (La Parka),2015.0,1,0
The Mayor of 44th Street,1943.0,1,0
The Medium,1953.0,1,0
The Member of the Wedding,1953.0,1,0
The Really Big Family,1967.0,1,0
The Men in Her Life,1942.0,1,0
The Men,1951.0,1,0
The House of Rothschild,1935.0,1,0
The Tender Tale of Cinderella Penguin,1982.0,1,0
The Childeater,1990.0,1,0
The House That Ananda Built,1969.0,1,0
Thursday's Children,1955.0,1,1
Thunderbolt,1930.0,1,0
Thunderbolt and Lightfoot,1975.0,1,0
The Dizzy Acrobat,1944.0,1,0
Thunderball,1966.0,1,1
The Dollar Bottom,1981.0,1,1
The Dolly Sisters,1947.0,1,0
Throw Momma from the Train,1988.0,1,0
The Doonesbury Special,1978.0,1,0
The Doorway to Hell,1932.0,1,0
The Door,2010.0,1,0
The Dot and the Line,1966.0,1,1
The Dove;,1929.0,1,1
The Dove,1969.0,1,0
The Drag,1967.0,1,0
Through a Glass Darkly,1963.0,1,0
Through a Glass Darkly,1962.0,1,1
Three,1967.0,1,0
The Dutch Master,1994.0,1,0
Tim Burton's Corpse Bride,2006.0,1,0
Timber Toppers,1939.0,1,0
Timbuktu,2015.0,1,0
Tit for Tat,1936.0,1,0
The Deluge,1975.0,1,0
To Be Alive!,1966.0,1,1
Tlayucan,1963.0,1,0
Titus,2000.0,1,0
The Desert Rats,1954.0,1,0
The Desert Song,1945.0,1,0
The Devil Came at Night,1958.0,1,0
The Devil Dancer;,1929.0,1,0
The Devil Pays Off,1942.0,1,0
Time Freak,2012.0,1,0
Tin Toy,1989.0,1,1
The Devil's Holiday,1931.0,1,0
Tin Pan Alley,1941.0,1,1
Timecode,2017.0,1,0
Time Stood Still,1957.0,1,0
Time Piece,1966.0,1,0
The Divided Trail: A Native American Odyssey,1979.0,1,0
Time Is Running Out,1971.0,1,0
The Dutch Tradition,1944.0,1,0
Three Russian Girls,1945.0,1,0
Three Orphan Kittens,1936.0,1,1
This Charming Man (Der Er En Yndig Mand),2003.0,1,1
The Enemy Below,1958.0,1,1
This Mechanical Age,1955.0,1,1
This Love of Ours,1946.0,1,0
The Entertainer,1961.0,1,0
The Eruption of Mount St. Helens,1981.0,1,0
The Europeans,1980.0,1,0
This Land Is Mine,1944.0,1,1
This Is Cinerama,1954.0,1,0
The Face of Genius,1967.0,1,0
This Tiny World,1973.0,1,1
The Face of Jesus,1962.0,1,0
Thirty Million Letters,1964.0,1,0
The Fall of the Roman Empire,1965.0,1,0
Thirteen,2004.0,1,0
The Fallen Sparrow,1944.0,1,0
Thin Ice,1938.0,1,0
The Family That Dwelt Apart,1975.0,1,0
The Family,1988.0,1,0
The End of the Road,1977.0,1,0
The End of the Game,1976.0,1,1
Three Men and a Cradle,1986.0,1,0
The Elementary School,1992.0,1,0
The Earrings of Madame de...,1955.0,1,0
The Egg and I,1948.0,1,0
Three Little Words,1951.0,1,0
The Egyptian,1955.0,1,0
The Eleanor Roosevelt Story,1966.0,1,1
The Electric Horseman,1980.0,1,0
Three Kisses,1956.0,1,0
Three Is a Family,1946.0,1,0
The Emigrants,1972.0,1,0
This Way Up,2009.0,1,0
Three Days of the Condor,1976.0,1,0
Three Comrades,1939.0,1,0
Three Brothers,1982.0,1,0
The Emperor's New Groove,2001.0,1,0
Thoth,2002.0,1,1
Those Magnificent Men in Their Flying Machines,1966.0,1,0
This Woman Is Mine,1942.0,1,0
The Enchanted Cottage,1946.0,1,0
To Be or Not to Be,1943.0,1,0
To Be or Not to Be,1984.0,1,0
The Deep,1978.0,1,0
The Concert,1975.0,1,0
Toward Independence,1949.0,1,1
"Touché, Pussy Cat",1955.0,1,0
The Colours of My Father: A Portrait of Sam Borenstein,1993.0,1,0
The Commitments,1992.0,1,0
Torture Money,1938.0,1,1
Tortilla Flat,1943.0,1,0
Torpedo Run,1959.0,1,0
The Concert,1964.0,1,0
The Confession,2011.0,1,0
Toy Story 2,2000.0,1,0
The Conformist,1972.0,1,0
The Conquest of Everest,1954.0,1,0
Torero!,1958.0,1,0
The Conscience of Nhem En,2009.0,1,0
Torch Song,1954.0,1,0
The Constant Nymph,1944.0,1,0
The Cooler,2004.0,1,0
The Cop;,1930.0,1,0
Town without Pity,1962.0,1,0
The Collector of Bedford Street,2003.0,1,0
The Corsican Brothers,1943.0,1,0
Trail of the Lonesome Pine,1937.0,1,0
The Children of Leningradsky,2005.0,1,0
The Children of Soong Ching Ling,1985.0,1,0
The Children of Theatre Street,1978.0,1,0
Transformers: Revenge of the Fallen,2010.0,1,0
Transatlantic,1933.0,1,1
The Children's Storefront,1989.0,1,0
Trainspotting,1997.0,1,0
The ChubbChubbs!,2003.0,1,1
Traffic with the Devil,1947.0,1,0
Toy Tinkers,1950.0,1,0
Trading Places,1984.0,1,0
Trader Horn,1932.0,1,0
The Clan of the Cave Bear,1987.0,1,0
The Class,2009.0,1,0
Toys in the Attic,1964.0,1,0
The Client,1995.0,1,0
The Cliff Dwellers (formerly titled 'One Plus One'),1963.0,1,0
The Climax,1945.0,1,0
Topper Takes a Trip,1940.0,1,0
Topkapi,1965.0,1,1
The Decline of the American Empire,1987.0,1,0
To Live or Let Die,1983.0,1,0
The Dam Keeper,2015.0,1,0
The Damned,1970.0,1,0
The Danish Poet,2007.0,1,1
Tobruk,1968.0,1,0
To the Shores of Tripoli,1943.0,1,0
To the Shores of Iwo Jima,1946.0,1,0
To the People of the United States,1944.0,1,0
The Dark Mirror,1947.0,1,0
To Live Again,1964.0,1,0
"Tom, Dick and Harry",1942.0,1,0
The Dark at the Top of the Stairs,1961.0,1,0
To Forget Venice,1980.0,1,0
The Dawn Patrol,1932.0,1,1
The Dawns Here Are Quiet,1973.0,1,0
The Day after Trinity,1981.0,1,0
The Day of the Jackal,1974.0,1,0
To Die in Madrid,1966.0,1,0
The Death of Kevin Carter: Casualty of the Bang Bang Club,2006.0,1,0
The Dam Busters,1956.0,1,0
The Cry of Reason - Beyers Naudé: An Afrikaner Speaks Out,1989.0,1,0
"Toot, Whistle, Plunk and Boom",1954.0,1,1
The Creation of Woman,1961.0,1,0
The Counterfeiters,2008.0,1,1
The Country Cousin,1937.0,1,1
Too Young to Kiss,1952.0,1,0
The Courage to Care,1986.0,1,0
The Court-Martial of Billy Mitchell,1956.0,1,0
The Cove,2010.0,1,1
The Periwig-Maker,2001.0,1,0
The Cow,1990.0,1,0
The Creation,1982.0,1,0
The Crush,2011.0,1,0
The Criminal Code,1932.0,1,0
The Critic,1964.0,1,1
The Croods,2014.0,1,0
Toni Erdmann,2017.0,1,0
Tomorrow We Fly,1944.0,1,0
The Cruel Sea,1954.0,1,0
The Crunch Bird,1972.0,1,1
The Crusades,1936.0,1,0
The Fantastic Flying Books of Mr. Morris Lessmore,2012.0,1,1
"The Farm: Angola, U.S.A.",1999.0,1,0
They're Always Caught,1939.0,1,0
The Usual Unidentified Thieves,1959.0,1,0
The Great Escape,1964.0,1,0
The Valiant,1930.0,1,0
The Great Heart,1939.0,1,0
The Great Lie,1942.0,1,1
The Great McGinty,1941.0,1,1
The Great Muppet Caper,1982.0,1,0
The Vagabond King,1931.0,1,0
The V.I.P.s,1964.0,1,1
The Great War,1960.0,1,0
The Great Cognito,1983.0,1,0
The Unseen,1946.0,1,0
The Uninvited,1945.0,1,0
The Umbrellas of Cherbourg,1965.0,1,0
The Ugly Duckling,1940.0,1,1
The Green Goddess,1931.0,1,0
The Two Mouseketeers,1952.0,1,1
The Twilight Samurai,2004.0,1,0
The Tsunami and the Cherry Blossom,2012.0,1,0
The Vanishing Prairie,1955.0,1,1
The Great Beauty,2014.0,1,1
The True Story of the Civil War,1957.0,1,1
The Visitor,2009.0,1,0
The War against Mrs. Hadley,1943.0,1,0
The Good German,2007.0,1,0
The War Room,1994.0,1,0
The Good Shepherd,2007.0,1,0
The War Game,1967.0,1,1
The Voorman Problem,2014.0,1,0
The Voice That Thrilled the World,1944.0,1,0
The Visit,1965.0,1,0
The Grain That Built a Hemisphere,1943.0,1,0
The Great American Cowboy,1974.0,1,1
The Virgin Queen,1956.0,1,0
The Violin,1975.0,1,0
The Violinist,1960.0,1,0
The Village,2005.0,1,0
The Grandfather,1999.0,1,0
The Village,1994.0,1,0
The Village on the River,1960.0,1,0
The Grass Is Always Greener,1950.0,1,0
The Truth about Mother Goose,1958.0,1,0
The True Glory,1946.0,1,1
The Warriors of Qiugang,2011.0,1,0
The Thieving Magpie (La Gazza Ladra),1966.0,1,0
The Hellstrom Chronicle,1972.0,1,1
The Three Musketeers,1949.0,1,0
The Three Little Pigs,1934.0,1,1
The Hidden World,1959.0,1,0
The Three Faces of Eve,1958.0,1,1
The Hill Farm,1990.0,1,0
The Hoaxters,1953.0,1,0
The Hobbit: The Battle of the Five Armies,2015.0,1,0
The Thief,1998.0,1,0
The Time Machine,1961.0,1,1
The Hole,1963.0,1,1
The Horse Whisperer,1999.0,1,0
The Horse with the Flying Tail,1961.0,1,1
The Horse's Mouth,1959.0,1,0
The Thief,1953.0,1,0
The Texas Rangers,1937.0,1,0
The Hot Rock,1973.0,1,0
The Tender Trap,1956.0,1,0
The Tide of Traffic,1973.0,1,0
The Time Machine,2003.0,1,0
The Truce,1975.0,1,0
The Happiest Millionaire,1968.0,1,0
The Gruffalo,2011.0,1,0
The Trespasser,1931.0,1,0
The Train,1966.0,1,0
The Town,2011.0,1,0
The Gunfighter,1951.0,1,0
The Tortoise and the Hare,1935.0,1,1
The Hairy Ape,1945.0,1,0
The Hanging Tree,1960.0,1,0
The Tonto Woman,2008.0,1,0
The Hawaiians,1971.0,1,0
The Toast of New Orleans,1951.0,1,0
The Titan: Story of Michelangelo,1951.0,1,1
The Harder They Fall,1957.0,1,0
The Tin Star,1958.0,1,0
The Hasty Heart,1950.0,1,0
The Tin Drum,1980.0,1,1
The Times of Harvey Milk,1985.0,1,1
"The Time, the Place and the Girl",1948.0,1,0
The War at Home,1980.0,1,0
The Way Back,2011.0,1,0
The Field,1991.0,1,0
The Fly,1987.0,1,1
The Yellow Star - The Persecution of the Jews in Europe 1933-45,1981.0,1,0
The Year of Living Dangerously,1984.0,1,1
The Flame of New Orleans,1942.0,1,0
The Flight of the Eagle,1983.0,1,0
The Yanks Are Coming,1964.0,1,0
The Flight of the Gossamer Condor,1979.0,1,1
The Wrong Trousers,1994.0,1,1
The Fly,1981.0,1,1
The Fog of War,2004.0,1,1
The Young Girls of Rochefort,1969.0,1,0
The Formula,1981.0,1,0
The Forth Road Bridge,1966.0,1,0
The Four Days of Naples,1963.0,1,0
The Four Days of Naples,1964.0,1,0
The Four Musketeers,1976.0,1,0
The Four Poster,1954.0,1,0
The Foxes of Harrow,1948.0,1,0
The Fox,1969.0,1,0
The Fixer,1969.0,1,0
The Five Cities of June,1964.0,1,0
The Word,1954.0,1,0
The Fighting Seabees,1945.0,1,0
The Fifth Element,1998.0,1,0
The Fight for Life,1941.0,1,0
The Fight: Science against Cancer,1951.0,1,0
They Shall Have Music,1940.0,1,0
They Planted a Stone,1954.0,1,0
They Knew What They Wanted,1941.0,1,0
The Fighting Lady,1945.0,1,1
These Three,1937.0,1,0
The Final Inch,2009.0,1,0
The Young Land,1960.0,1,0
There Goes My Heart,1939.0,1,0
The Finest Hours,1965.0,1,0
The Firemen's Ball,1969.0,1,0
Them!,1955.0,1,0
Their Own Desire,1931.0,1,0
Theeb,2016.0,1,0
The First Piano Quartette,1955.0,1,0
The First Wives Club,1997.0,1,0
The World Is Rich,1948.0,1,0
The Woman in the Window,1946.0,1,0
The Weather Underground,2004.0,1,0
The Glass Cell,1979.0,1,0
The Gazebo,1960.0,1,0
The Ghost and Mrs. Muir,1948.0,1,0
The Ghost and the Darkness,1997.0,1,1
The Wild Bunch: An Album in Montage,1997.0,1,0
The Gifts,1971.0,1,0
The Girl Said No,1938.0,1,0
The White Helmets,2017.0,1,1
The Girl with the Pistol,1969.0,1,0
The White Cliffs of Dover,1945.0,1,0
The Wild Thornberrys Movie,2003.0,1,0
The Go-Between,1972.0,1,0
The Goddess,1959.0,1,0
The Whisperers,1968.0,1,0
The Whales of August,1988.0,1,0
The Wetback Hound,1958.0,1,1
The West Point Story,1951.0,1,0
The Wedding Banquet,1994.0,1,0
The Golden Fish,1960.0,1,1
The Gay Parisian,1942.0,1,0
The Gay Deception,1936.0,1,0
"The Frog, the Dog and the Devil",1987.0,1,0
The Further Adventures of Uncle Sam: Part Two,1971.0,1,0
The Woman in Red,1985.0,1,1
The Wolfman,2011.0,1,1
The Wolf Men,1970.0,1,0
The Wizard of the Strings,1986.0,1,0
The Witness - From the Balcony of Room 306,2009.0,1,0
The Front,1977.0,1,0
The Furies,1951.0,1,0
The Winning Strain,1967.0,1,0
The Game (Igra),1964.0,1,0
The Gatekeepers,2013.0,1,0
The Window,1950.0,1,0
The Gang's All Here,1944.0,1,0
The Garden Spider (Epeira Diadema),1953.0,1,0
The Wind Rises,2014.0,1,0
The Garden of Eden,1985.0,1,0
The Wildest Show in the South: The Angola Prison Rodeo,2000.0,1,0
The Garden,2009.0,1,0
The Wild and the Brave,1975.0,1,0
"$1,000 a Minute",1936.0,1,0
On Any Sunday,1972.0,1,0
Shenandoah,1966.0,1,0
"Dog, Cat and Canary",1945.0,1,0
Dillinger,1946.0,1,0
Dimanche/Sunday,2012.0,1,0
Diner,1983.0,1,0
Dirty Dancing,1988.0,1,1
Dirty Pretty Things,2004.0,1,0
Dirty Wars,2014.0,1,0
Dive-Hi Champs,1947.0,1,0
Divided We Fall,2001.0,1,0
Divorce American Style,1968.0,1,0
Doctor De Soto,1985.0,1,0
Doctor Strange,2017.0,1,0
Dodes'ka-Den,1972.0,1,0
Dogtooth,2011.0,1,0
Diary of a Mad Housewife,1971.0,1,0
Doing Time: Life inside the Big House,1992.0,1,0
Dolphins,2001.0,1,0
Don Juan DeMarco,1996.0,1,0
Don't Mess with Bill,1981.0,1,0
Don't Talk,1943.0,1,0
Don't Tell,2006.0,1,0
Don't,1975.0,1,1
Donald in Mathmagic Land,1960.0,1,0
Donald's Crime,1946.0,1,0
Donnie Brasco,1998.0,1,0
Double Feature,1985.0,1,0
Double or Nothing,1937.0,1,0
Die Rote Jacke (The Red Jacket),2004.0,1,0
Diamonds Are Forever,1972.0,1,0
Down and Out in America,1987.0,1,1
Defiance,2009.0,1,0
Death in Venice,1972.0,1,0
Death of a Shadow (Dood van een Schaduw),2013.0,1,0
Death on the Job,1992.0,1,0
Death on the Nile,1979.0,1,1
Debonair Dancers,1987.0,1,0
December 7th,1944.0,1,1
Declaration of Independence,1939.0,1,1
Deconstructing Harry,1998.0,1,0
Dedalo,1977.0,1,0
Deep South,1938.0,1,0
Deep Waters,1949.0,1,0
Defending Our Lives,1994.0,1,1
Deliver Us from Evil,2007.0,1,0
Detouring America,1940.0,1,0
Departures,2009.0,1,1
Der Fuehrer's Face,1943.0,1,1
Dersu Uzala,1976.0,1,1
Desert Killer,1953.0,1,0
Desert Victory,1944.0,1,1
Desert Wonderland,1943.0,1,0
Design for Death,1948.0,1,1
Designing Woman,1958.0,1,1
Desire under the Elms,1959.0,1,0
Desperate Journey,1943.0,1,0
Destination Tokyo,1944.0,1,0
Destino,2004.0,1,0
Doubletalk,1976.0,1,0
Down on the Farm,1942.0,1,0
Everybody Famous!,2001.0,1,0
Endless Love,1982.0,1,0
El Crimen del Padre Amaro,2003.0,1,0
El Norte,1985.0,1,0
El Salvador: Another Vietnam,1982.0,1,0
Election Night (Valgaften),1999.0,1,1
Election,2000.0,1,0
Electra,1963.0,1,0
Elle,2017.0,1,0
Elling,2002.0,1,0
Embrace of the Serpent,2016.0,1,0
Emma,1933.0,1,0
Employees Only,1959.0,1,0
Encounters at the End of the World,2009.0,1,0
Ennemis Intérieurs,2017.0,1,0
Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,1982.0,1,0
Enron: The Smartest Guys in the Room,2006.0,1,0
Entre Nous,1984.0,1,0
Eraser,1997.0,1,0
Ernest & Celestine,2014.0,1,0
Ernst & Lyset,1997.0,1,0
Ersatz (The Substitute),1962.0,1,1
Escape Me Never,1936.0,1,0
Eskimo,1935.0,1,1
Esposados,1997.0,1,0
Eternally Yours,1940.0,1,0
Europa Europa,1992.0,1,0
Every Child,1980.0,1,1
El Amor Brujo,1968.0,1,0
"Edward, My Son",1950.0,1,0
Down on the Waterfront,1994.0,1,0
Dune,1985.0,1,0
Downfall,2005.0,1,0
Dr. Cyclops,1941.0,1,0
Dr. Ehrlich's Magic Bullet,1941.0,1,0
Dr. Jekyll and Mr. Mouse,1948.0,1,0
Drag;,1930.0,1,0
Dragonheart,1997.0,1,0
Dream Doll,1980.0,1,0
Dream Wife,1954.0,1,0
Drive,2012.0,1,0
Drunk Driving,1940.0,1,0
Duke of Groove,1996.0,1,0
Dummy Ache,1937.0,1,0
Duo,1969.0,1,0
Edward Scissorhands,1991.0,1,0
Dust of Life,1996.0,1,0
Dylan Thomas,1963.0,1,1
Dynamite,1930.0,1,0
Earl Carroll Vanities,1946.0,1,0
East Lynne,1932.0,1,0
East-West,2000.0,1,0
Easter Parade,1949.0,1,1
Eastern Promises,2008.0,1,0
Eat Drink Man Woman,1995.0,1,0
"Edison, the Man",1941.0,1,0
Educated Fish,1938.0,1,0
Educating Peter,1993.0,1,1
Death Becomes Her,1993.0,1,1
Dear Rosie,1991.0,1,0
Dear John,1966.0,1,0
Coney Island,1944.0,1,0
Code Gray: Ethical Dilemmas in Nursing,1985.0,1,0
College Queen,1947.0,1,0
Colonel Redl,1986.0,1,0
Colors Straight Up,1998.0,1,0
Combat Report,1943.0,1,0
Come Blow Your Horn,1964.0,1,0
Come Fill the Cup,1952.0,1,0
Comes a Horseman,1979.0,1,0
Commandos Strike at Dawn,1944.0,1,0
Common Threads: Stories from the Quilt,1990.0,1,1
Complaints of a Dutiful Daughter,1995.0,1,0
Comrade X,1941.0,1,0
Confidence,1981.0,1,0
Closely Watched Trains,1968.0,1,1
Conquer by the Clock,1943.0,1,0
Conquest of Light,1976.0,1,0
Contact,1993.0,1,0
Contact,1998.0,1,0
Copy Shop,2002.0,1,0
Coquette,1930.0,1,1
Coraline,2010.0,1,0
Corvette K-225,1944.0,1,0
Cosmic Voyage,1997.0,1,0
Country Strong,2011.0,1,0
Country,1985.0,1,0
Coup de Torchon ('Clean Slate'),1983.0,1,0
Coco before Chanel,2010.0,1,0
Closed Mondays,1975.0,1,1
Dear Heart,1965.0,1,0
CitizenFour,2015.0,1,1
Chitty Chitty Bang Bang,1969.0,1,0
Chopin's Musical Moments,1947.0,1,0
Christ among the Primitives,1954.0,1,0
Christmas Cracker,1965.0,1,0
Christmas Holiday,1945.0,1,0
Christmas under Fire,1942.0,1,0
Christo's Valley Curtain,1974.0,1,0
Christopher Crumpet,1954.0,1,0
Churchill's Island,1942.0,1,1
Cinderella Horse,1949.0,1,0
Cinderella,2016.0,1,0
Cinema Paradiso,1990.0,1,1
City Out of Wilderness,1975.0,1,0
Close to Eden,1993.0,1,0
City Slickers,1992.0,1,1
City of Gold,1958.0,1,0
City of Wax,1935.0,1,1
Claude Lanzmann: Spectres of the Shoah,2016.0,1,0
Claudelle Inglish,1962.0,1,0
Claudine,1975.0,1,0
Clay or The Origin of Species,1966.0,1,0
Click,2007.0,1,0
Climbing the Matterhorn,1948.0,1,1
Climb,1975.0,1,0
Clockmaker,1974.0,1,0
Close Harmony,1982.0,1,1
Couples and Robbers,1982.0,1,0
Course Completed,1988.0,1,0
Cow Dog,1957.0,1,0
Day & Night,2011.0,1,0
Dancing Pirate,1937.0,1,0
Danger under the Sea,1952.0,1,0
Dangerous Moves,1985.0,1,1
Dangerous,1936.0,1,1
Dark Eyes,1988.0,1,0
Darwin's Nightmare,2006.0,1,0
Das Rad,2003.0,1,0
Daughter from Danang,2003.0,1,0
Daughter of the Bride,1998.0,1,0
Dave,1994.0,1,0
Dawn Flight,1976.0,1,0
Dawn of the Planet of the Apes,2015.0,1,0
Day One,2016.0,1,0
Cowboy,1959.0,1,0
Day for Night,1974.0,1,1
Day of Battle,1944.0,1,0
Day of the Painter,1961.0,1,1
Daybreak in Udi,1950.0,1,1
Daylight,1997.0,1,0
Days of Glory (Indigènes),2007.0,1,0
Days of Glory,1945.0,1,0
Days of Thunder,1991.0,1,0
Days of Waiting,1991.0,1,1
"De Tripas, Corazon",1997.0,1,0
"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",1992.0,1,1
Dear Diary,1997.0,1,1
Dancer in the Dark,2001.0,1,0
Dancemaker,1999.0,1,0
Dance Lexie Dance,1998.0,1,0
Damn Yankees,1959.0,1,0
Cowboy,1967.0,1,0
Crack USA: County under Siege,1990.0,1,0
Crac,1982.0,1,1
Cradle of Genius,1962.0,1,0
Crash Dive,1944.0,1,1
Crashing the Water Barrier,1957.0,1,1
Crazy Mixed Up Pup,1955.0,1,0
Crazylegs,1954.0,1,0
Creature Comforts,1991.0,1,1
Creed,2016.0,1,0
Crisis Hotline: Veterans Press 1,2015.0,1,1
Cruise Control,1993.0,1,0
Culture,1999.0,1,0
Curfew,2013.0,1,1
Curse of the Golden Flower,2007.0,1,0
Curtain Call,2001.0,1,0
Cutie and the Boxer,2014.0,1,0
Cyrano de Bergerac,1951.0,1,1
Czechoslovakia 1968,1970.0,1,1
D-Day Remembered,1995.0,1,0
Dad,1990.0,1,0
Daens,1993.0,1,0
Dae,1980.0,1,0
Daisy Miller,1975.0,1,0
Damage,1993.0,1,0
Every Day's a Holiday,1938.0,1,0
Everything Will Be Okay (Alles Wird Gut),2016.0,1,0
China's Unnatural Disaster: The Tears of Sichuan Province,2010.0,1,0
Gone Girl,2015.0,1,0
Going Places,1939.0,1,0
Going the Distance,1980.0,1,0
Going to Blazes,1949.0,1,0
Gold Diggers of 1933,1934.0,1,0
Gold Diggers of 1937,1937.0,1,0
Golden Boy,1940.0,1,0
Golden Girl,1952.0,1,0
Golden Horses,1947.0,1,0
Goldfinger,1965.0,1,1
Gold,1975.0,1,0
Goliath II,1961.0,1,0
Gone Baby Gone,2008.0,1,0
Gone Nutty,2004.0,1,0
God of Love,2011.0,1,1
"Good Morning, Vietnam",1988.0,1,0
Good Morning,1972.0,1,0
Good News,1948.0,1,0
Good Scouts,1939.0,1,0
Good Will to Men,1956.0,1,0
Good-bye Miss Turlock,1948.0,1,1
"Goodbye, Columbus",1970.0,1,0
Goodie-Two-Shoes,1984.0,1,0
Goodnight Miss Ann,1979.0,1,0
Gopher Broke,2005.0,1,0
Graffiti,1986.0,1,0
